context_id,question_id,context,question,answer
C043,C043_Q2,Functional programming emphasizes pure functions and immutability. High-level languages are easier for humans to read and write. Programming languages provide syntax and semantics to write software programs. Dynamic typing checks types at runtime. Memory management can be manual or automatic. Interpreted languages are executed line by line by an interpreter. Static typing enforces type rules at compile time. Object-oriented programming organizes code into classes and objects.,What is the difference between compiled and interpreted languages?,"Compiled languages like C translate source code into machine code before execution, while interpreted languages like Python run code line by line."
C043,C043_Q3,Functional programming emphasizes pure functions and immutability. High-level languages are easier for humans to read and write. Programming languages provide syntax and semantics to write software programs. Dynamic typing checks types at runtime. Memory management can be manual or automatic. Interpreted languages are executed line by line by an interpreter. Static typing enforces type rules at compile time. Object-oriented programming organizes code into classes and objects.,Explain static vs dynamic typing.,"Static typing enforces type rules during compilation, whereas dynamic typing checks types during execution."
C043,C043_Q4,Functional programming emphasizes pure functions and immutability. High-level languages are easier for humans to read and write. Programming languages provide syntax and semantics to write software programs. Dynamic typing checks types at runtime. Memory management can be manual or automatic. Interpreted languages are executed line by line by an interpreter. Static typing enforces type rules at compile time. Object-oriented programming organizes code into classes and objects.,Describe functional programming.,"Functional programming emphasizes pure functions, avoiding side effects and promoting immutability."
C043,C043_Q5,Functional programming emphasizes pure functions and immutability. High-level languages are easier for humans to read and write. Programming languages provide syntax and semantics to write software programs. Dynamic typing checks types at runtime. Memory management can be manual or automatic. Interpreted languages are executed line by line by an interpreter. Static typing enforces type rules at compile time. Object-oriented programming organizes code into classes and objects.,Why is memory management important?,Memory management ensures efficient allocation and deallocation of memory to prevent leaks and errors.
C044,C044_Q1,The OSI model divides network functions into seven layers. Firewalls control incoming and outgoing network traffic. Switches connect devices within the same network. TCP/IP is the foundational protocol suite of the internet. DNS resolves human-readable domain names to IP addresses. HTTP is the protocol used for web communication. IP addresses uniquely identify devices on a network. Routers direct data packets between networks. Computer networking connects multiple devices to share resources and information.,What is DNS?,DNS resolves human-readable domain names into numeric IP addresses for routing.
C044,C044_Q2,The OSI model divides network functions into seven layers. Firewalls control incoming and outgoing network traffic. Switches connect devices within the same network. TCP/IP is the foundational protocol suite of the internet. DNS resolves human-readable domain names to IP addresses. HTTP is the protocol used for web communication. IP addresses uniquely identify devices on a network. Routers direct data packets between networks. Computer networking connects multiple devices to share resources and information.,What is the purpose of TCP/IP?,TCP/IP is the foundational protocol suite that enables data exchange across the internet.
C044,C044_Q3,The OSI model divides network functions into seven layers. Firewalls control incoming and outgoing network traffic. Switches connect devices within the same network. TCP/IP is the foundational protocol suite of the internet. DNS resolves human-readable domain names to IP addresses. HTTP is the protocol used for web communication. IP addresses uniquely identify devices on a network. Routers direct data packets between networks. Computer networking connects multiple devices to share resources and information.,What is the OSI model?,The OSI model is a conceptual framework dividing network communication into seven functional layers.
C045,C045_Q1,The kernel is the core component responsible for resource management and process scheduling. An operating system is system software that manages computer hardware and software resources. Device drivers facilitate communication between the OS and hardware peripherals. It provides a user interface for interaction between users and the computer. Virtual memory uses disk space to simulate additional RAM. System calls allow user applications to request services from the OS. Concurrency is handled through process synchronization mechanisms like semaphores. Memory management ensures that each process has sufficient memory space. File systems organize and store data on storage devices. Multitasking enables multiple processes to run seemingly simultaneously.,How does virtual memory work?,"Virtual memory works by using disk space to simulate additional RAM, allowing the system to run larger applications."
C045,C045_Q2,The kernel is the core component responsible for resource management and process scheduling. An operating system is system software that manages computer hardware and software resources. Device drivers facilitate communication between the OS and hardware peripherals. It provides a user interface for interaction between users and the computer. Virtual memory uses disk space to simulate additional RAM. System calls allow user applications to request services from the OS. Concurrency is handled through process synchronization mechanisms like semaphores. Memory management ensures that each process has sufficient memory space. File systems organize and store data on storage devices. Multitasking enables multiple processes to run seemingly simultaneously.,What component of the OS manages process scheduling?,"The kernel is the core component that handles process scheduling, resource allocation, and system calls."
C045,C045_Q3,The kernel is the core component responsible for resource management and process scheduling. An operating system is system software that manages computer hardware and software resources. Device drivers facilitate communication between the OS and hardware peripherals. It provides a user interface for interaction between users and the computer. Virtual memory uses disk space to simulate additional RAM. System calls allow user applications to request services from the OS. Concurrency is handled through process synchronization mechanisms like semaphores. Memory management ensures that each process has sufficient memory space. File systems organize and store data on storage devices. Multitasking enables multiple processes to run seemingly simultaneously.,Why is memory management important?,Memory management is critical to ensure that each process receives enough memory to execute correctly and efficiently.
C046,C046_Q1,"Stacks follow a last-in, first-out access pattern. Linked lists consist of nodes that hold data and links to the next node. Trees are hierarchical structures with nodes connected by edges. Binary search trees allow quick lookup, insertion, and deletion. Data structures organize and store data in a computer for efficient access and modification. Arrays store elements in contiguous memory locations. Queues use a first-in, first-out ordering for processing elements. Graphs consist of vertices and edges representing relationships. Balanced trees maintain height constraints for efficient operations. Hash tables map keys to values using a hash function.",Why are balanced trees important?,Balanced trees like AVL trees maintain height constraints to ensure operations stay logarithmic in time.
C046,C046_Q2,"Stacks follow a last-in, first-out access pattern. Linked lists consist of nodes that hold data and links to the next node. Trees are hierarchical structures with nodes connected by edges. Binary search trees allow quick lookup, insertion, and deletion. Data structures organize and store data in a computer for efficient access and modification. Arrays store elements in contiguous memory locations. Queues use a first-in, first-out ordering for processing elements. Graphs consist of vertices and edges representing relationships. Balanced trees maintain height constraints for efficient operations. Hash tables map keys to values using a hash function.",What is the purpose of a hash table?,A hash table provides fast data retrieval by mapping keys to values through a hash function.
C046,C046_Q3,"Stacks follow a last-in, first-out access pattern. Linked lists consist of nodes that hold data and links to the next node. Trees are hierarchical structures with nodes connected by edges. Binary search trees allow quick lookup, insertion, and deletion. Data structures organize and store data in a computer for efficient access and modification. Arrays store elements in contiguous memory locations. Queues use a first-in, first-out ordering for processing elements. Graphs consist of vertices and edges representing relationships. Balanced trees maintain height constraints for efficient operations. Hash tables map keys to values using a hash function.",What is a linked list?,"A linked list is a linear data structure where each element points to the next, allowing efficient insertion and deletion."
C046,C046_Q4,"Stacks follow a last-in, first-out access pattern. Linked lists consist of nodes that hold data and links to the next node. Trees are hierarchical structures with nodes connected by edges. Binary search trees allow quick lookup, insertion, and deletion. Data structures organize and store data in a computer for efficient access and modification. Arrays store elements in contiguous memory locations. Queues use a first-in, first-out ordering for processing elements. Graphs consist of vertices and edges representing relationships. Balanced trees maintain height constraints for efficient operations. Hash tables map keys to values using a hash function.",How does a stack differ from a queue?,"A stack uses last-in, first-out ordering, while a queue uses first-in, first-out ordering."
C046,C046_Q5,"Stacks follow a last-in, first-out access pattern. Linked lists consist of nodes that hold data and links to the next node. Trees are hierarchical structures with nodes connected by edges. Binary search trees allow quick lookup, insertion, and deletion. Data structures organize and store data in a computer for efficient access and modification. Arrays store elements in contiguous memory locations. Queues use a first-in, first-out ordering for processing elements. Graphs consist of vertices and edges representing relationships. Balanced trees maintain height constraints for efficient operations. Hash tables map keys to values using a hash function.",Describe the structure of a graph.,A graph is a data structure with vertices connected by edges to represent relationships or networks.
C047,C047_Q1,A database is an organized collection of structured information or data. NoSQL databases are designed for unstructured or semi-structured data. A schema defines the structure of the database. Indexes speed up data retrieval operations. Stored procedures are precompiled SQL statements stored in the database. Backups are essential for data recovery. Relational databases use tables to store data and SQL for querying. ACID properties ensure reliable transaction processing.,What is the purpose of an index?,An index speeds up data retrieval by providing quick lookup capabilities based on column values.
C047,C047_Q2,A database is an organized collection of structured information or data. NoSQL databases are designed for unstructured or semi-structured data. A schema defines the structure of the database. Indexes speed up data retrieval operations. Stored procedures are precompiled SQL statements stored in the database. Backups are essential for data recovery. Relational databases use tables to store data and SQL for querying. ACID properties ensure reliable transaction processing.,What is a relational database?,"A relational database stores data in tables with rows and columns, using SQL for querying and manipulation."
C047,C047_Q3,A database is an organized collection of structured information or data. NoSQL databases are designed for unstructured or semi-structured data. A schema defines the structure of the database. Indexes speed up data retrieval operations. Stored procedures are precompiled SQL statements stored in the database. Backups are essential for data recovery. Relational databases use tables to store data and SQL for querying. ACID properties ensure reliable transaction processing.,Why is normalization used?,Normalization organizes data to reduce redundancy and improve integrity by dividing large tables into smaller ones.
C047,C047_Q4,A database is an organized collection of structured information or data. NoSQL databases are designed for unstructured or semi-structured data. A schema defines the structure of the database. Indexes speed up data retrieval operations. Stored procedures are precompiled SQL statements stored in the database. Backups are essential for data recovery. Relational databases use tables to store data and SQL for querying. ACID properties ensure reliable transaction processing.,How do NoSQL databases differ from SQL databases?,"NoSQL databases are designed for flexible schemas, allowing them to handle unstructured and semi-structured data efficiently."
C047,C047_Q5,A database is an organized collection of structured information or data. NoSQL databases are designed for unstructured or semi-structured data. A schema defines the structure of the database. Indexes speed up data retrieval operations. Stored procedures are precompiled SQL statements stored in the database. Backups are essential for data recovery. Relational databases use tables to store data and SQL for querying. ACID properties ensure reliable transaction processing.,What are ACID properties?,"ACID properties ensure transactions are processed reliably: Atomicity, Consistency, Isolation, and Durability."
C048,C048_Q1,Reinforcement learning uses rewards to train agents. Unsupervised learning finds hidden patterns in unlabeled data. Artificial Intelligence involves creating systems that can perform tasks requiring human intelligence. Supervised learning relies on labeled datasets. Machine learning is a subset of AI that uses algorithms to learn from data. Computer vision allows systems to interpret visual information. Natural language processing enables machines to understand human language. Deep learning uses neural networks with multiple layers for feature extraction. AI ethics addresses the moral implications of AI systems.,How does deep learning differ from traditional ML?,Deep learning differs by using multi-layer neural networks to automatically extract higher-level features.
C048,C048_Q2,Reinforcement learning uses rewards to train agents. Unsupervised learning finds hidden patterns in unlabeled data. Artificial Intelligence involves creating systems that can perform tasks requiring human intelligence. Supervised learning relies on labeled datasets. Machine learning is a subset of AI that uses algorithms to learn from data. Computer vision allows systems to interpret visual information. Natural language processing enables machines to understand human language. Deep learning uses neural networks with multiple layers for feature extraction. AI ethics addresses the moral implications of AI systems.,Explain reinforcement learning.,Reinforcement learning trains agents through a system of rewards and penalties to achieve a goal.
C048,C048_Q3,Reinforcement learning uses rewards to train agents. Unsupervised learning finds hidden patterns in unlabeled data. Artificial Intelligence involves creating systems that can perform tasks requiring human intelligence. Supervised learning relies on labeled datasets. Machine learning is a subset of AI that uses algorithms to learn from data. Computer vision allows systems to interpret visual information. Natural language processing enables machines to understand human language. Deep learning uses neural networks with multiple layers for feature extraction. AI ethics addresses the moral implications of AI systems.,What is supervised learning?,Supervised learning involves training a model on labeled datasets containing input-output pairs.
C049,C049_Q1,It provides a user interface for interaction between users and the computer. Virtual memory uses disk space to simulate additional RAM. System calls allow user applications to request services from the OS. File systems organize and store data on storage devices. An operating system is system software that manages computer hardware and software resources. Multitasking enables multiple processes to run seemingly simultaneously. The kernel is the core component responsible for resource management and process scheduling. Concurrency is handled through process synchronization mechanisms like semaphores.,What component of the OS manages process scheduling?,"The kernel is the core component that handles process scheduling, resource allocation, and system calls."
C049,C049_Q2,It provides a user interface for interaction between users and the computer. Virtual memory uses disk space to simulate additional RAM. System calls allow user applications to request services from the OS. File systems organize and store data on storage devices. An operating system is system software that manages computer hardware and software resources. Multitasking enables multiple processes to run seemingly simultaneously. The kernel is the core component responsible for resource management and process scheduling. Concurrency is handled through process synchronization mechanisms like semaphores.,Why is memory management important?,Memory management is critical to ensure that each process receives enough memory to execute correctly and efficiently.
C049,C049_Q3,It provides a user interface for interaction between users and the computer. Virtual memory uses disk space to simulate additional RAM. System calls allow user applications to request services from the OS. File systems organize and store data on storage devices. An operating system is system software that manages computer hardware and software resources. Multitasking enables multiple processes to run seemingly simultaneously. The kernel is the core component responsible for resource management and process scheduling. Concurrency is handled through process synchronization mechanisms like semaphores.,What role do device drivers play?,Device drivers are specialized programs that enable communication between the operating system and hardware peripherals.
C050,C050_Q1,Replication increases data availability and fault tolerance. Stored procedures are precompiled SQL statements stored in the database. Indexes speed up data retrieval operations. Relational databases use tables to store data and SQL for querying. NoSQL databases are designed for unstructured or semi-structured data. Backups are essential for data recovery. ACID properties ensure reliable transaction processing. A schema defines the structure of the database.,What are ACID properties?,"ACID properties ensure transactions are processed reliably: Atomicity, Consistency, Isolation, and Durability."
C050,C050_Q2,Replication increases data availability and fault tolerance. Stored procedures are precompiled SQL statements stored in the database. Indexes speed up data retrieval operations. Relational databases use tables to store data and SQL for querying. NoSQL databases are designed for unstructured or semi-structured data. Backups are essential for data recovery. ACID properties ensure reliable transaction processing. A schema defines the structure of the database.,Why is normalization used?,Normalization organizes data to reduce redundancy and improve integrity by dividing large tables into smaller ones.
C050,C050_Q3,Replication increases data availability and fault tolerance. Stored procedures are precompiled SQL statements stored in the database. Indexes speed up data retrieval operations. Relational databases use tables to store data and SQL for querying. NoSQL databases are designed for unstructured or semi-structured data. Backups are essential for data recovery. ACID properties ensure reliable transaction processing. A schema defines the structure of the database.,How do NoSQL databases differ from SQL databases?,"NoSQL databases are designed for flexible schemas, allowing them to handle unstructured and semi-structured data efficiently."
C051,C051_Q1,Interpreted languages are executed line by line by an interpreter. Dynamic typing checks types at runtime. Memory management can be manual or automatic. Functional programming emphasizes pure functions and immutability. Object-oriented programming organizes code into classes and objects. Static typing enforces type rules at compile time. High-level languages are easier for humans to read and write. Programming languages provide syntax and semantics to write software programs.,What is the difference between compiled and interpreted languages?,"Compiled languages like C translate source code into machine code before execution, while interpreted languages like Python run code line by line."
C051,C051_Q2,Interpreted languages are executed line by line by an interpreter. Dynamic typing checks types at runtime. Memory management can be manual or automatic. Functional programming emphasizes pure functions and immutability. Object-oriented programming organizes code into classes and objects. Static typing enforces type rules at compile time. High-level languages are easier for humans to read and write. Programming languages provide syntax and semantics to write software programs.,Explain static vs dynamic typing.,"Static typing enforces type rules during compilation, whereas dynamic typing checks types during execution."
C051,C051_Q3,Interpreted languages are executed line by line by an interpreter. Dynamic typing checks types at runtime. Memory management can be manual or automatic. Functional programming emphasizes pure functions and immutability. Object-oriented programming organizes code into classes and objects. Static typing enforces type rules at compile time. High-level languages are easier for humans to read and write. Programming languages provide syntax and semantics to write software programs.,Why is memory management important?,Memory management ensures efficient allocation and deallocation of memory to prevent leaks and errors.
C052,C052_Q1,Multitasking enables multiple processes to run seemingly simultaneously. An operating system is system software that manages computer hardware and software resources. System calls allow user applications to request services from the OS. Concurrency is handled through process synchronization mechanisms like semaphores. It provides a user interface for interaction between users and the computer. Memory management ensures that each process has sufficient memory space. The kernel is the core component responsible for resource management and process scheduling. Virtual memory uses disk space to simulate additional RAM. File systems organize and store data on storage devices.,What component of the OS manages process scheduling?,"The kernel is the core component that handles process scheduling, resource allocation, and system calls."
C052,C052_Q2,Multitasking enables multiple processes to run seemingly simultaneously. An operating system is system software that manages computer hardware and software resources. System calls allow user applications to request services from the OS. Concurrency is handled through process synchronization mechanisms like semaphores. It provides a user interface for interaction between users and the computer. Memory management ensures that each process has sufficient memory space. The kernel is the core component responsible for resource management and process scheduling. Virtual memory uses disk space to simulate additional RAM. File systems organize and store data on storage devices.,How does virtual memory work?,"Virtual memory works by using disk space to simulate additional RAM, allowing the system to run larger applications."
C052,C052_Q3,Multitasking enables multiple processes to run seemingly simultaneously. An operating system is system software that manages computer hardware and software resources. System calls allow user applications to request services from the OS. Concurrency is handled through process synchronization mechanisms like semaphores. It provides a user interface for interaction between users and the computer. Memory management ensures that each process has sufficient memory space. The kernel is the core component responsible for resource management and process scheduling. Virtual memory uses disk space to simulate additional RAM. File systems organize and store data on storage devices.,What role do device drivers play?,Device drivers are specialized programs that enable communication between the operating system and hardware peripherals.
C052,C052_Q4,Multitasking enables multiple processes to run seemingly simultaneously. An operating system is system software that manages computer hardware and software resources. System calls allow user applications to request services from the OS. Concurrency is handled through process synchronization mechanisms like semaphores. It provides a user interface for interaction between users and the computer. Memory management ensures that each process has sufficient memory space. The kernel is the core component responsible for resource management and process scheduling. Virtual memory uses disk space to simulate additional RAM. File systems organize and store data on storage devices.,What is the main function of an operating system?,"The operating system manages both hardware and software resources, providing essential services like memory management and process scheduling."
C052,C052_Q5,Multitasking enables multiple processes to run seemingly simultaneously. An operating system is system software that manages computer hardware and software resources. System calls allow user applications to request services from the OS. Concurrency is handled through process synchronization mechanisms like semaphores. It provides a user interface for interaction between users and the computer. Memory management ensures that each process has sufficient memory space. The kernel is the core component responsible for resource management and process scheduling. Virtual memory uses disk space to simulate additional RAM. File systems organize and store data on storage devices.,Why is memory management important?,Memory management is critical to ensure that each process receives enough memory to execute correctly and efficiently.
C053,C053_Q1,"Data structures organize and store data in a computer for efficient access and modification. Hash tables map keys to values using a hash function. Graphs consist of vertices and edges representing relationships. Stacks follow a last-in, first-out access pattern. Linked lists consist of nodes that hold data and links to the next node. Trees are hierarchical structures with nodes connected by edges. Arrays store elements in contiguous memory locations. Queues use a first-in, first-out ordering for processing elements. Balanced trees maintain height constraints for efficient operations.",What is the purpose of a hash table?,A hash table provides fast data retrieval by mapping keys to values through a hash function.
C053,C053_Q2,"Data structures organize and store data in a computer for efficient access and modification. Hash tables map keys to values using a hash function. Graphs consist of vertices and edges representing relationships. Stacks follow a last-in, first-out access pattern. Linked lists consist of nodes that hold data and links to the next node. Trees are hierarchical structures with nodes connected by edges. Arrays store elements in contiguous memory locations. Queues use a first-in, first-out ordering for processing elements. Balanced trees maintain height constraints for efficient operations.",Describe the structure of a graph.,A graph is a data structure with vertices connected by edges to represent relationships or networks.
C053,C053_Q3,"Data structures organize and store data in a computer for efficient access and modification. Hash tables map keys to values using a hash function. Graphs consist of vertices and edges representing relationships. Stacks follow a last-in, first-out access pattern. Linked lists consist of nodes that hold data and links to the next node. Trees are hierarchical structures with nodes connected by edges. Arrays store elements in contiguous memory locations. Queues use a first-in, first-out ordering for processing elements. Balanced trees maintain height constraints for efficient operations.",How does a stack differ from a queue?,"A stack uses last-in, first-out ordering, while a queue uses first-in, first-out ordering."
C053,C053_Q4,"Data structures organize and store data in a computer for efficient access and modification. Hash tables map keys to values using a hash function. Graphs consist of vertices and edges representing relationships. Stacks follow a last-in, first-out access pattern. Linked lists consist of nodes that hold data and links to the next node. Trees are hierarchical structures with nodes connected by edges. Arrays store elements in contiguous memory locations. Queues use a first-in, first-out ordering for processing elements. Balanced trees maintain height constraints for efficient operations.",Why are balanced trees important?,Balanced trees like AVL trees maintain height constraints to ensure operations stay logarithmic in time.
C054,C054_Q1,Routers direct data packets between networks. Computer networking connects multiple devices to share resources and information. TCP/IP is the foundational protocol suite of the internet. Firewalls control incoming and outgoing network traffic. IP addresses uniquely identify devices on a network. DNS resolves human-readable domain names to IP addresses. The OSI model divides network functions into seven layers. Switches connect devices within the same network. HTTP is the protocol used for web communication.,What is DNS?,DNS resolves human-readable domain names into numeric IP addresses for routing.
C054,C054_Q2,Routers direct data packets between networks. Computer networking connects multiple devices to share resources and information. TCP/IP is the foundational protocol suite of the internet. Firewalls control incoming and outgoing network traffic. IP addresses uniquely identify devices on a network. DNS resolves human-readable domain names to IP addresses. The OSI model divides network functions into seven layers. Switches connect devices within the same network. HTTP is the protocol used for web communication.,What is the OSI model?,The OSI model is a conceptual framework dividing network communication into seven functional layers.
C054,C054_Q3,Routers direct data packets between networks. Computer networking connects multiple devices to share resources and information. TCP/IP is the foundational protocol suite of the internet. Firewalls control incoming and outgoing network traffic. IP addresses uniquely identify devices on a network. DNS resolves human-readable domain names to IP addresses. The OSI model divides network functions into seven layers. Switches connect devices within the same network. HTTP is the protocol used for web communication.,What is the purpose of TCP/IP?,TCP/IP is the foundational protocol suite that enables data exchange across the internet.
C054,C054_Q4,Routers direct data packets between networks. Computer networking connects multiple devices to share resources and information. TCP/IP is the foundational protocol suite of the internet. Firewalls control incoming and outgoing network traffic. IP addresses uniquely identify devices on a network. DNS resolves human-readable domain names to IP addresses. The OSI model divides network functions into seven layers. Switches connect devices within the same network. HTTP is the protocol used for web communication.,How do firewalls enhance network security?,Firewalls enhance security by filtering network traffic based on predefined rules.
C055,C055_Q1,"Balanced trees maintain height constraints for efficient operations. Trees are hierarchical structures with nodes connected by edges. Hash tables map keys to values using a hash function. Binary search trees allow quick lookup, insertion, and deletion. Graphs consist of vertices and edges representing relationships. Linked lists consist of nodes that hold data and links to the next node. Arrays store elements in contiguous memory locations. Data structures organize and store data in a computer for efficient access and modification. Queues use a first-in, first-out ordering for processing elements.",What is a linked list?,"A linked list is a linear data structure where each element points to the next, allowing efficient insertion and deletion."
C055,C055_Q2,"Balanced trees maintain height constraints for efficient operations. Trees are hierarchical structures with nodes connected by edges. Hash tables map keys to values using a hash function. Binary search trees allow quick lookup, insertion, and deletion. Graphs consist of vertices and edges representing relationships. Linked lists consist of nodes that hold data and links to the next node. Arrays store elements in contiguous memory locations. Data structures organize and store data in a computer for efficient access and modification. Queues use a first-in, first-out ordering for processing elements.",What is the purpose of a hash table?,A hash table provides fast data retrieval by mapping keys to values through a hash function.
C055,C055_Q3,"Balanced trees maintain height constraints for efficient operations. Trees are hierarchical structures with nodes connected by edges. Hash tables map keys to values using a hash function. Binary search trees allow quick lookup, insertion, and deletion. Graphs consist of vertices and edges representing relationships. Linked lists consist of nodes that hold data and links to the next node. Arrays store elements in contiguous memory locations. Data structures organize and store data in a computer for efficient access and modification. Queues use a first-in, first-out ordering for processing elements.",Why are balanced trees important?,Balanced trees like AVL trees maintain height constraints to ensure operations stay logarithmic in time.
C055,C055_Q4,"Balanced trees maintain height constraints for efficient operations. Trees are hierarchical structures with nodes connected by edges. Hash tables map keys to values using a hash function. Binary search trees allow quick lookup, insertion, and deletion. Graphs consist of vertices and edges representing relationships. Linked lists consist of nodes that hold data and links to the next node. Arrays store elements in contiguous memory locations. Data structures organize and store data in a computer for efficient access and modification. Queues use a first-in, first-out ordering for processing elements.",How does a stack differ from a queue?,"A stack uses last-in, first-out ordering, while a queue uses first-in, first-out ordering."
C056,C056_Q1,Indexes speed up data retrieval operations. Backups are essential for data recovery. Relational databases use tables to store data and SQL for querying. ACID properties ensure reliable transaction processing. A schema defines the structure of the database. Stored procedures are precompiled SQL statements stored in the database. Normalization reduces data redundancy and improves integrity. Replication increases data availability and fault tolerance. NoSQL databases are designed for unstructured or semi-structured data.,What are ACID properties?,"ACID properties ensure transactions are processed reliably: Atomicity, Consistency, Isolation, and Durability."
C056,C056_Q2,Indexes speed up data retrieval operations. Backups are essential for data recovery. Relational databases use tables to store data and SQL for querying. ACID properties ensure reliable transaction processing. A schema defines the structure of the database. Stored procedures are precompiled SQL statements stored in the database. Normalization reduces data redundancy and improves integrity. Replication increases data availability and fault tolerance. NoSQL databases are designed for unstructured or semi-structured data.,How do NoSQL databases differ from SQL databases?,"NoSQL databases are designed for flexible schemas, allowing them to handle unstructured and semi-structured data efficiently."
C056,C056_Q3,Indexes speed up data retrieval operations. Backups are essential for data recovery. Relational databases use tables to store data and SQL for querying. ACID properties ensure reliable transaction processing. A schema defines the structure of the database. Stored procedures are precompiled SQL statements stored in the database. Normalization reduces data redundancy and improves integrity. Replication increases data availability and fault tolerance. NoSQL databases are designed for unstructured or semi-structured data.,What is the purpose of an index?,An index speeds up data retrieval by providing quick lookup capabilities based on column values.
C056,C056_Q4,Indexes speed up data retrieval operations. Backups are essential for data recovery. Relational databases use tables to store data and SQL for querying. ACID properties ensure reliable transaction processing. A schema defines the structure of the database. Stored procedures are precompiled SQL statements stored in the database. Normalization reduces data redundancy and improves integrity. Replication increases data availability and fault tolerance. NoSQL databases are designed for unstructured or semi-structured data.,What is a relational database?,"A relational database stores data in tables with rows and columns, using SQL for querying and manipulation."
C057,C057_Q1,The OSI model divides network functions into seven layers. Firewalls control incoming and outgoing network traffic. HTTP is the protocol used for web communication. TCP/IP is the foundational protocol suite of the internet. DNS resolves human-readable domain names to IP addresses. Computer networking connects multiple devices to share resources and information. Routers direct data packets between networks. IP addresses uniquely identify devices on a network.,What is the OSI model?,The OSI model is a conceptual framework dividing network communication into seven functional layers.
C057,C057_Q2,The OSI model divides network functions into seven layers. Firewalls control incoming and outgoing network traffic. HTTP is the protocol used for web communication. TCP/IP is the foundational protocol suite of the internet. DNS resolves human-readable domain names to IP addresses. Computer networking connects multiple devices to share resources and information. Routers direct data packets between networks. IP addresses uniquely identify devices on a network.,How do firewalls enhance network security?,Firewalls enhance security by filtering network traffic based on predefined rules.
C057,C057_Q3,The OSI model divides network functions into seven layers. Firewalls control incoming and outgoing network traffic. HTTP is the protocol used for web communication. TCP/IP is the foundational protocol suite of the internet. DNS resolves human-readable domain names to IP addresses. Computer networking connects multiple devices to share resources and information. Routers direct data packets between networks. IP addresses uniquely identify devices on a network.,What is the purpose of TCP/IP?,TCP/IP is the foundational protocol suite that enables data exchange across the internet.
C058,C058_Q1,Machine learning is a subset of AI that uses algorithms to learn from data. Unsupervised learning finds hidden patterns in unlabeled data. Artificial Intelligence involves creating systems that can perform tasks requiring human intelligence. Supervised learning relies on labeled datasets. Reinforcement learning uses rewards to train agents. AI ethics addresses the moral implications of AI systems. Natural language processing enables machines to understand human language. Deep learning uses neural networks with multiple layers for feature extraction.,What is supervised learning?,Supervised learning involves training a model on labeled datasets containing input-output pairs.
C058,C058_Q2,Machine learning is a subset of AI that uses algorithms to learn from data. Unsupervised learning finds hidden patterns in unlabeled data. Artificial Intelligence involves creating systems that can perform tasks requiring human intelligence. Supervised learning relies on labeled datasets. Reinforcement learning uses rewards to train agents. AI ethics addresses the moral implications of AI systems. Natural language processing enables machines to understand human language. Deep learning uses neural networks with multiple layers for feature extraction.,Explain reinforcement learning.,Reinforcement learning trains agents through a system of rewards and penalties to achieve a goal.
C058,C058_Q3,Machine learning is a subset of AI that uses algorithms to learn from data. Unsupervised learning finds hidden patterns in unlabeled data. Artificial Intelligence involves creating systems that can perform tasks requiring human intelligence. Supervised learning relies on labeled datasets. Reinforcement learning uses rewards to train agents. AI ethics addresses the moral implications of AI systems. Natural language processing enables machines to understand human language. Deep learning uses neural networks with multiple layers for feature extraction.,How does deep learning differ from traditional ML?,Deep learning differs by using multi-layer neural networks to automatically extract higher-level features.
C058,C058_Q4,Machine learning is a subset of AI that uses algorithms to learn from data. Unsupervised learning finds hidden patterns in unlabeled data. Artificial Intelligence involves creating systems that can perform tasks requiring human intelligence. Supervised learning relies on labeled datasets. Reinforcement learning uses rewards to train agents. AI ethics addresses the moral implications of AI systems. Natural language processing enables machines to understand human language. Deep learning uses neural networks with multiple layers for feature extraction.,Why is AI ethics important?,"AI ethics is important to ensure fairness, accountability, and transparency in AI systems."
C059,C059_Q1,"Data structures organize and store data in a computer for efficient access and modification. Queues use a first-in, first-out ordering for processing elements. Balanced trees maintain height constraints for efficient operations. Binary search trees allow quick lookup, insertion, and deletion. Trees are hierarchical structures with nodes connected by edges. Hash tables map keys to values using a hash function. Linked lists consist of nodes that hold data and links to the next node. Stacks follow a last-in, first-out access pattern. Arrays store elements in contiguous memory locations. Graphs consist of vertices and edges representing relationships.",How does a stack differ from a queue?,"A stack uses last-in, first-out ordering, while a queue uses first-in, first-out ordering."
C059,C059_Q2,"Data structures organize and store data in a computer for efficient access and modification. Queues use a first-in, first-out ordering for processing elements. Balanced trees maintain height constraints for efficient operations. Binary search trees allow quick lookup, insertion, and deletion. Trees are hierarchical structures with nodes connected by edges. Hash tables map keys to values using a hash function. Linked lists consist of nodes that hold data and links to the next node. Stacks follow a last-in, first-out access pattern. Arrays store elements in contiguous memory locations. Graphs consist of vertices and edges representing relationships.",Why are balanced trees important?,Balanced trees like AVL trees maintain height constraints to ensure operations stay logarithmic in time.
C059,C059_Q3,"Data structures organize and store data in a computer for efficient access and modification. Queues use a first-in, first-out ordering for processing elements. Balanced trees maintain height constraints for efficient operations. Binary search trees allow quick lookup, insertion, and deletion. Trees are hierarchical structures with nodes connected by edges. Hash tables map keys to values using a hash function. Linked lists consist of nodes that hold data and links to the next node. Stacks follow a last-in, first-out access pattern. Arrays store elements in contiguous memory locations. Graphs consist of vertices and edges representing relationships.",Describe the structure of a graph.,A graph is a data structure with vertices connected by edges to represent relationships or networks.
